"emp_no","last_name","first_name","sex","salary"
90767,"Lorin","Hilari","M",41304
266508,"Schaft","Jenwei","F",64856
87577,"Swick","Lunjin","M",74908
74277,"Ariola","Filipe","F",54293
243838,"Selenyi","Hailing","M",40000
278457,"Beidas","Kinh","M",40000
494610,"Mandelberg","Arie","F",40000
440280,"Steinauer","Berto","F",40000
401471,"Ghemri","Danae","F",40000
228964,"DeMori","Weiye","F",40000
233599,"Vesel","Chenyi","M",65114
499121,"Klassen","Fumiya","F",61718
220086,"Ushiama","TRUE","F",59618
472072,"Oberman","Gift","F",40000
247242,"Katiyar","Yuping","F",74002
37190,"Schoegge","Yifei","F",43508
56675,"Zambonelli","Shih","M",50095
212309,"Steinauer","Ayakannu","M",52827
36795,"Einsfeld","Nidapan","F",66279
288057,"Ozeri","Alejandro","M",40000
275921,"Antonisse","Heejo","M",40000
44585,"Erman","Udaiprakash","F",40183
434293,"Krone","Mihalis","F",66266
287489,"Schaft","Tze","M",40000
430448,"Benzaken","Reinhard","F",93718
445781,"Nollmann","Pantung","M",40000
430923,"Mitina","Chriss","F",57814
427306,"Iisaku","Jianhao","F",106024
56031,"Lunn","Vatsa","M",40000
25056,"Morton","Guoxiang","M",40000
227219,"Coors","Zhanqiu","M",40000
99170,"Bharadwaj","Kristin","M",40000
291435,"Camurati","Aloke","F",47395
443353,"Berstel","Hairong","M",41220
473027,"Birjandi","Honesty","M",40000
59368,"Baar","Younwoo","M",44327
86751,"Swick","Feiyu","M",40000
92286,"Katzenelson","Kiyotoshi","M",42464
24966,"Beetstra","Weijing","F",40000
432021,"Radwan","Leon","F",44498
240952,"Crouzet","Chenxi","M",40000
284938,"Ambroszkiewicz","Sigeru","F",40000
260685,"Slutz","Nakhoon","M",43615
60383,"Molberg","Kristof","M",50008
104479,"Stranks","Willard","F",60935
285278,"Krone","Greger","F",53949
277322,"Junet","Weicheng","F",40000
213940,"Kirkerud","Mario","M",64983
415099,"Magliocco","Debatosh","F",40000
100890,"Ananiadou","Gretta","M",68294
223574,"Blokdijk","Luigi","F",45573
251659,"Tsunoo","Ohad","F",40000
280353,"Sooriamurthi","Cheong","M",62335
81350,"Baezner","Shir","M",52066
451923,"Huttel","Huiqun","M",40000
33741,"Binding","Jeanne","M",40000
101645,"Sluis","Leucio","F",40000
445222,"Waterhouse","Odinaldo","F",52538
457913,"Uludag","Sreekrishna","F",40000
251610,"Mukaidono","Aron","M",40000
221891,"DuCasse","Giao","M",45930
446708,"Smeets","Geoffry","M",40000
106677,"Birsak","Houman","M",41345
488447,"Henseler","Panayotis","F",42645
495445,"Zirintsis","Valdiodio","M",57835
440476,"Demri","Greger","F",57134
103120,"Stroustrup","Bedrich","F",40000
469268,"Ermel","Jamaludin","F",41662
405726,"Bottner","Utpal","F",64917
36492,"Akazan","Tadanori","M",66605
232019,"Samarati","Petter","F",40000
459264,"Pulkowski","Augustine","F",40000
20583,"Siegrist","Mahendra","F",40000
493558,"Penz","Geoffrey","F",59143
285874,"Clouatre","Reuven","M",47111
466758,"Anandan","Hugo","M",41047
268041,"Zastre","Munehiko","F",81761
235822,"Petersohn","Jouni","M",42484
465581,"Highland","Kiyomitsu","M",40000
24875,"Backhouse","Remko","M",40000
256950,"Pocchiola","Kristinn","F",50472
250348,"Azulay","Toong","M",40000
288806,"Jansen","Hisao","F",68197
433629,"Pluym","Khue","M",59428
36603,"Unno","Heon","M",40000
97919,"Vingron","Xuedong","F",61017
415303,"Crabtree","Xiadong","M",40000
287840,"Yetim","Uma","F",75854
26205,"Redmiles","Jingling","M",60726
74840,"Furudate","Brewster","F",40000
23426,"Zhiwei","Kristinn","M",44553
85123,"Karcich","Itzchak","F",76338
238114,"Bouloucos","Aria","F",40000
71469,"Adachi","Ymte","F",40000
446372,"Benner","Persi","M",40000
438506,"Perelgut","Serif","M",40000
417527,"Selvestrel","Barna","M",45999
433870,"Armand","Sudharsan","F",51015
224703,"Munck","Lillian","M",51266
436275,"Thisen","Aleksandar","F",53175
499027,"Sudbeck","Shahid","M",51076
415025,"Gornas","Jagoda","M",52316
73193,"Janetzko","Gritta","F",62305
299167,"Neimat","Rafols","M",64431
494038,"Stanfel","Sahrah","M",40000
67545,"McAffer","Hyuckchul","F",43316
288082,"Improta","Xinglin","F",60083
424972,"Fiebach","Elzbieta","M",40000
58454,"Zambonelli","Ziya","M",44411
243191,"Piazza","Georg","F",59440
291150,"Rosay","Juyoung","F",70575
438320,"Zallocco","Berhard","M",40000
488867,"Bazzichi","Kellyn","M",40000
454878,"Brickell","Rance","M",70419
87968,"Monarch","Trygve","M",47752
32767,"Lovengreen","Ayakannu","F",52384
76851,"Remmele","Jasminko","M",40000
408926,"Constantine","Barton","F",47686
296887,"Weedon","Yakichi","F",67280
289658,"Danner","Remco","F",40000
240473,"Melter","Hinrich","F",55751
415816,"Stellhorn","Kazuhide","F",61859
461850,"Uehara","Clyde","M",40000
50648,"Kisuki","Parviz","M",40000
268825,"Markovitch","Yucel","M",40000
204318,"Lienhardt","Jaber","F",73937
97845,"Oehlmann","Koichi","F",52819
13339,"Koblitz","Mart","M",81645
232712,"Rosay","Nirmal","F",50552
263752,"Swen","Stabislas","M",40000
479840,"Cools","Heather","F",40000
413658,"Nitsch","Girolamo","F",78731
67746,"Matzen","Shigehito","F",60586
476341,"Chinen","Munir","M",60489
78559,"Moffat","Mona","F",40000
277727,"Cullers","Nidapan","F",42412
455981,"Kropatsch","Manibrata","M",40000
214586,"Taubenfeld","Rimli","M",40000
419816,"Huhdanpaa","Chikako","F",55944
18183,"Grospietsch","Yongdong","M",69834
412295,"Scharstein","Bezalel","F",54686
466987,"Mungall","Gopalakrishnan","M",51004
295996,"Zizka","Chinho","M",72619
63195,"Ermel","Arunachalam","M",40000
39125,"Guardalben","Hirochika","M",52288
23015,"Otillio","Elvis","M",75888
218954,"Conia","Toshimitsu","F",63492
46614,"Wilharm","Mitsuyuki","M",65142
215893,"Larfeldt","Martial","M",58516
207818,"Itschner","Selwyn","M",92121
23686,"Docker","Owen","F",40000
218487,"Chenney","Jingling","M",40000
408369,"Rajala","Bangqing","M",73980
88535,"Milicia","Rafols","M",57306
490932,"Swift","Divier","M",43604
89054,"Plesums","Lena","M",46157
209832,"Holburn","Tru","M",40000
68956,"Ginneken","Kankanahalli","M",79534
439735,"Knightly","Yishai","F",40000
458951,"Stranks","Gererd","M",40000
465902,"Parfitt","Sandeepan","F",40000
74812,"Picel","Weiru","F",42229
217160,"Katzenelson","Barun","F",60688
260363,"Ermel","Subbu","F",40000
410886,"Liedekerke","Niranjan","M",40000
427333,"Glowinski","Gift","M",40000
481889,"Dusink","Jasminko","M",46620
466122,"Domenig","Hidde","M",69208
215004,"Pellegrinelli","Maha","M",40302
283027,"Parfitt","Radoslaw","F",52302
408043,"Uhrig","Selwyn","F",44919
279020,"Gischer","Ronnie","F",57840
43359,"Sidou","Gadiel","F",46380
477807,"Suwa","Danco","F",49730
424016,"Sethi","Shalesh","M",50650
81024,"Molenaar","Michaela","F",58263
436167,"Koyama","Abdelwaheb","M",40000
97550,"Badache","Ibibia","M",40000
487613,"Brobst","Clyde","M",85862
215582,"Prochazka","Szabolcs","M",47956
62965,"Joslin","Kristinn","F",40000
235626,"Loncour","Mizuhito","M",65474
401049,"Tiemann","Niteen","M",44284
481192,"Bael","Chuanyi","M",40000
447711,"Mitina","Kristina","M",65555
17674,"Braccini","Adib","M",43044
89331,"Narahara","Ranga","M",40000
240079,"Osgood","Stafford","M",69983
211436,"Markovitch","Carrsten","M",53175
499326,"Ecklund","Radoslaw","M",49060
493272,"Blokdijk","Nakhoon","M",87908
239976,"Hutter","Heping","M",40000
477201,"Rosis","Yinlin","F",58660
238646,"Dengi","Goetz","M",62311
21286,"Birta","Uri","M",40000
489444,"Petereit","Mechthild","M",49533
72717,"Armand","Hitofumi","M",58855
436208,"Parhami","Chiradeep","M",101234
247600,"Mullainathan","Dietrich","M",53381
408404,"Huttel","Boguslaw","M",48172
413503,"Luff","Abdulah","M",70665
93924,"Suppi","Lucien","F",61374
411308,"Validov","Gino","F",54593
281266,"Lorie","Kasturi","F",50441
284882,"Bail","Moon","M",76361
288603,"Kleiser","Yonghong","M",40000
99810,"Peres","Xianlong","F",74012
260194,"Plessier","Ingemar","F",43466
452056,"Shimshoni","Collette","F",65636
10678,"Gide","Chriss","F",60389
234929,"Chepyzhov","Tonia","F",65010
33737,"Mansanne","Arch","M",41716
295208,"Mellouli","Alassane","M",40000
76508,"Axelband","Nimmagadda","M",58470
270131,"Tibblin","Mitsuyuki","M",40000
61611,"Lunt","Shrikanth","M",54477
294559,"Reinhart","Qingxiang","F",58698
451583,"Anandan","Zito","F",40000
86483,"Gill","Shigenori","F",40000
241521,"Alpay","Xuejia","F",50035
47080,"Barvinok","Kolar","F",42822
445206,"Zultner","Rayond","F",40000
19776,"Comellas","Kersti","F",40000
402281,"Eiron","Boguslaw","M",40000
34174,"Birch","Zhaofang","M",40000
295594,"Llado","Brigham","M",56206
416003,"Murtafg","Arumugam","F",55229
91180,"Langford","Dinah","F",41585
291043,"Ghalwash","Shih","M",40000
58851,"Riefers","Juyoung","M",59869
273413,"Garigliano","Rayond","M",40000
435706,"Roison","Heng","F",52836
239431,"Sambasivam","Sachem","F",51981
488707,"Remmers","Mihalis","F",61980
37628,"Guenter","Bedrich","M",40000
448029,"Fadgyas","Remzi","M",44044
69560,"Panwar","Kauko","M",40000
278349,"Schieder","Idoia","M",40000
476048,"Denna","Jianhua","M",40000
107471,"Acton","Kazuhide","F",52071
78143,"Fortenbacher","Elliott","M",40000
245446,"Koshiba","Hitofumi","F",59542
473470,"Montresor","Weiyi","M",57842
447200,"Frolund","Alagu","F",47091
16364,"Gini","Yifei","M",73503
470563,"Limongiello","Rosine","F",40000
237328,"Schusler","Khue","M",48271
72099,"Thambidurai","Anestis","M",59342
210137,"Middleton","Mads","F",46794
104659,"Lieblein","Subhash","M",42428
489084,"Shigei","Shuky","M",40000
76486,"Szmurlo","Odoardo","M",44794
96103,"Pramanik","Gal","F",47970
16835,"Puppo","Masanao","F",48886
109303,"Rikino","Bojan","M",40000
109420,"Murtagh","Juichirou","M",40000
250974,"Valtorta","Brewster","M",47450
204589,"Butterworth","Manton","F",49742
478063,"Huxford","Nechama","F",40000
28521,"Hofman","Hatim","M",107769
499968,"Ertl","Dharmaraja","M",71219
266330,"Lieblein","Heon","M",50049
280703,"Cappelli","Divier","M",54818
69732,"Maraist","Vitaly","M",60850
18493,"Lukaszewicz","Jongsuk","M",40000
256689,"Braccini","Olivera","M",40854
401709,"Beutelspacher","Radhakrishnan","M",50265
439827,"Hammerschmidt","King","M",40000
409407,"Georgatos","Bilhanan","F",47663
241828,"Champarnaud","Jessie","M",72600
487221,"Wolniewicz","Goo","M",67752
270902,"Gurbaxani","Froduald","M",48750
480689,"Krider","Rasiah","M",46562
93587,"Sifakis","Martijn","M",54355
22322,"Levergood","Kwok","M",40000
446683,"Tagansky","Demin","F",67880
44533,"Huxford","Karsten","F",62749
53947,"Henseler","Shooichi","M",50967
64696,"Karlin","Tiina","M",40000
425940,"Waymire","Dzung","M",45218
266360,"Kusalik","Ramya","M",40000
18702,"Impagliazzo","Kinh","F",56913
459381,"Mahnke","Tuval","M",40000
61390,"Anger","Boalin","M",44911
467918,"Skrikant","Tsuneo","F",40000
427419,"Kinley","Gian","M",46631
25473,"Mitina","Hatem","M",56845
401140,"Lyonns","Stein","M",56456
90608,"Portugali","Limsoon","M",40000
35631,"Bierman","Tuval","M",87374
221475,"Engelmann","Wilmer","M",43027
253330,"Bellone","Basil","F",58839
31407,"Vernadat","Chaosheng","M",55682
292863,"Stasinski","Nathalie","F",46033
48482,"Kieras","Garnik","M",66069
463071,"Oberman","Karlis","F",47572
234264,"Narlikar","Yahiko","M",40000
298751,"Cairo","Moie","F",40000
469669,"Delgrossi","Susanne","F",40000
490388,"Kawashima","Gift","F",65811
202709,"Anguita","Gay","F",89255
71168,"Chiola","Bartek","F",74065
103080,"Veccia","Marit","F",64550
498779,"Angot","Dmitry","M",40000
50655,"Parfitt","Sasan","M",40000
493619,"Stavenow","Lansing","F",50735
274904,"Auria","Makato","M",44826
235929,"Raney","Djenana","M",46451
416261,"Chaudhury","Aram","F",71040
485975,"Peral","Vincent","M",82935
15437,"Garigliano","Qiwen","F",46280
94955,"Honiden","Jaber","F",40786
443382,"Poulakidas","Jamaludin","M",40000
71206,"Hofting","Kazuhiko","F",45531
96068,"Tempesti","Shushma","M",48129
229225,"McClure","Clyde","F",43226
18907,"Denis","Radhia","F",42341
17667,"Kambil","Poorav","M",40000
38195,"Kawashima","Fumino","M",43167
456837,"Anily","Magy","F",85773
225524,"Kalefeld","Kaijung","M",48089
256047,"Srimani","Moriyoshi","M",47457
486252,"Cichocki","Bowen","M",72407
412458,"Perna","Rosita","M",40787
452559,"Chinal","Tadahiro","M",67492
67838,"Serre","Giap","F",40000
210897,"Snyers","Turgut","F",44617
446233,"Kornatzky","Babette","F",40000
449295,"Uehara","Chiranjit","F",40000
486768,"Legleitner","Duangkaew","M",59171
236372,"Lund","Arlette","F",40000
109256,"Huxford","Paddy","M",58545
214909,"Serov","Aksel","M",60969
406369,"Diderrich","Yongmao","M",49727
433140,"Anguita","Martijn","M",69510
418800,"Solovay","Bartek","F",95734
75994,"Michaeli","Muzhong","M",64613
80489,"Billawala","Mani","F",43454
438204,"Radhakrishnan","Debatosh","F",40000
425514,"Gerteisen","Subhash","M",45686
105303,"Gulak","Lihong","M",40000
276408,"Junot","Jasminko","M",90522
15017,"Thorelli","Xiaobin","M",40000
427839,"Mitina","Zeydy","M",52936
233636,"Molenkamp","Munehiko","M",40000
267301,"Antonakopoulos","Irene","M",40000
270292,"Tempesti","Lena","M",40000
496747,"Nishimukai","Garnik","M",49568
456889,"Clemencon","Domenick","M",45619
434385,"Callaway","Kerryn","F",43096
241865,"Hedayat","Shahab","F",40000
100886,"Gurbaxani","Marjo","M",40000
16793,"Buchter","Karoline","M",46081
435368,"Falco","Martine","M",81630
246951,"DeMori","Parto","F",40000
101667,"Laurillard","Eishiro","M",59583
450286,"Bratten","Vesna","F",43668
406217,"Bugrara","Mara","F",102439
21759,"Rossi","Zhaofang","M",40976
256488,"Hofmeyr","Elvis","M",40000
60040,"Copas","Muneo","F",53867
495590,"Byoun","Chinho","F",95598
488143,"McClure","Constantine","M",40000
427824,"Hennings","Chinho","M",47235
201955,"Dalton","Xiaoqiang","M",40000
95479,"Pauthner","Nagui","M",55928
413518,"Thorelli","Salvador","F",40000
427157,"Werthner","Faiza","F",71553
454973,"Gini","Shan","M",40000
288435,"Speek","Idoia","M",66631
270034,"Syrotiuk","Muneo","F",52396
262004,"Ebeling","Percy","F",40000
26744,"Rosiles","Amstein","M",47118
471540,"Baca","Odoardo","M",48131
408081,"Hasenauer","Zhilian","M",96077
248911,"Peyn","Alagu","M",40077
107991,"Gurbaxani","Kendra","F",53418
289450,"Kandlur","Duangkaew","M",60106
54591,"Yoshimura","Josyula","F",89311
211083,"Jording","Danae","M",40000
245388,"Hanabata","Janalee","F",40000
53038,"Genin","Dannz","F",68516
415870,"Peron","Bernardo","M",40000
251968,"Vilarrasa","Pradeep","F",54718
51032,"Pouyioutas","Baziley","F",56349
31431,"Magalhaes","Lein","F",40000
253831,"Kamber","Maren","M",56714
84909,"Famili","Ayakannu","M",40000
28201,"Chorvat","Uinam","F",40000
453458,"Schwartzburd","Babette","F",40000
246647,"Cochrane","Poorav","M",40000
49065,"Sigstam","Zhenbing","M",63788
463718,"Vuskovic","Sashi","M",56734
469266,"Mondadori","Alper","M",60061
473653,"Chinen","Hironoby","M",88224
435319,"Boyle","Jinya","F",47040
435751,"Fritzsche","Bernardo","M",70110
271181,"Uehara","Moty","M",40000
13927,"Jayawardene","Fayez","F",43551
33796,"Claffy","Vidar","F",59077
462754,"Hambrick","Soenke","M",62323
216169,"Hatcliff","Hsiangchu","M",56154
457820,"Wixon","Taizo","F",40000
402463,"Itzigehl","Shichao","M",64570
241064,"Pettis","Nechama","M",56046
475279,"Weiland","Heeju","M",66724
251556,"Nitsche","Lucien","M",80859
201717,"Gimbel","Adin","F",73451
468959,"Karunanithi","Rance","M",54221
84542,"Litvinov","Vishu","M",62232
458568,"Flanders","Monique","M",60637
27056,"Hiyoshi","Leen","M",74261
209998,"Comellas","Shaunak","F",40000
45643,"Schurmann","Kirk","F",43472
459358,"Ciolek","Kristof","M",40000
491191,"Biran","Chiranjit","M",40000
295673,"Iivonen","Mahmut","M",48322
13371,"Riexinger","Nakhoon","F",40000
485769,"Wroclawski","Kinh","M",67304
104377,"Uludag","Ottavia","M",47361
433486,"Keohane","Gad","M",40000
463589,"Mundy","Barry","M",55188
99859,"Ulupinar","Eckart","F",85899
460670,"Vecchi","Dietrich","M",68332
19641,"Krupka","Subhrajyoti","M",45882
107677,"Farrag","Franziska","F",63604
272863,"Hockney","Mang","F",41762
460177,"Silva","Youpyo","M",40000
429009,"Katiyar","Mabry","M",40000
430766,"Tyugu","Fumino","M",73105
450700,"Ballarin","Arunas","M",43695
46247,"Bach","Sachem","F",40000
440227,"Marsiglia","Udi","F",40000
14236,"Angiulli","Xuedong","F",40000
482227,"Billawala","Lucien","F",81070
57927,"Roison","Aral","M",61029
11118,"Gelosh","Sailaja","F",44310
272668,"Silva","Nahla","F",40000
294296,"Lanzelotte","Xiahua","M",51547
69015,"Tanemo","Mang","M",40000
237243,"Lupu","Aram","M",56913
415793,"Gubsky","Unal","F",40000
252838,"Wroclawski","Ronnie","M",86846
279546,"Akazan","Saniya","M",40000
257431,"Cyne","Premsyl","F",69841
427727,"Melichar","Ramzi","M",40000
234151,"Ozeki","Wayne","M",40000
70473,"Ventosa","Hein","F",54505
245580,"Kossowski","Mohamadou","F",40000
407777,"Rahier","Mohan","F",45020
36057,"Koblick","Alexius","M",54474
96563,"Morrey","Visit","M",45518
20097,"Maccarone","Shahar","M",46883
426380,"Reinhard","Qunsheng","M",55940
433281,"Riefers","Tadanori","M",68259
485885,"Simkin","Raimond","F",90833
448203,"Piancastelli","Taegyun","M",49271
257179,"Nyrup","Hironoby","M",69675
46416,"Bolsens","Jaber","M",40000
86883,"Liedekerke","Junichi","M",44226
229313,"Hagimont","Atreyi","M",74622
278718,"Haddadi","Sampalli","M",107445
293192,"Sundgren","Carrsten","M",85705
400666,"Petereit","Subir","M",50553
267008,"Godskesen","Bingning","M",64393
210653,"Norsworthy","Steve","M",40000
204891,"Potthoff","Hisao","F",65959
65697,"Hainaut","Oldrich","M",42032
227874,"Maksimenko","Kitty","M",65653
404532,"Linnainmaa","Zsolt","M",86608
235209,"Kowalchuk","Nobuyoshi","F",40000
427966,"Luft","Kazuhiro","M",49517
272341,"DuCasse","Tesuya","M",53817
403958,"Paciorek","Gaetan","F",47020
223158,"Flasterstein","Khalid","M",40000
225833,"Negoita","Shir","M",58396
475018,"Acton","Hercules","F",40000
96292,"Cannane","Mountaz","F",40194
218862,"Rusterholz","Shawna","M",64203
49934,"Ramalingam","Marsja","F",40000
38776,"Erol","Foong","F",81441
274225,"Fioravanti","Fumitaka","F",40337
259399,"Luks","Giordano","M",40000
200184,"Wendorf","Lokesh","M",95248
277136,"Passino","Takushi","F",40000
10824,"Kalsbeek","Kirk","M",48813
214538,"Zirintsis","Vidya","M",54608
83179,"Ermel","Jaques","M",40000
473032,"Kakkad","Sariel","M",40000
59545,"Chandrasekhar","Denny","M",40000
484752,"Cronin","Shuky","F",49281
277333,"Goldhammer","Yannik","M",49123
280458,"Pauthner","Navid","M",80538
484628,"Dichev","Fabrizio","M",40000
204681,"Improta","Ziyad","M",69086
286662,"Sommer","Uriel","M",40000
439544,"Thiran","Heping","M",52427
498256,"Calkin","Tetsurou","M",57951
456319,"Pokrovskii","Yurij","M",49116
100869,"Attimonelli","Kazuhiro","M",40456
18389,"Lalonde","Reinhard","M",40000
22533,"Frijda","Zengping","F",40000
75471,"Simmen","Karoline","M",64883
270358,"Chinin","Arno","M",51142
465222,"Stamatiou","Ziya","M",40000
281617,"Argence","Byong","M",63472
428134,"McDermid","Sadok","F",49394
266793,"Bauknecht","Maha","M",43590
49232,"Luiz","Yishai","F",105529
57221,"McAffer","Sachio","F",40000
18146,"Schiettecatte","Zhensheng","F",47428
51104,"Iwayama","Goo","M",51312
404856,"McDermid","Yinghua","M",93013
278277,"Gomatam","Sadok","M",45638
214111,"Danlos","Berthier","M",51931
425676,"Matzov","Masaru","F",40000
45343,"Comyn","Ayonca","M",51206
263366,"Bolotov","Ewing","M",64261
292049,"Zyda","Satyanarayana","F",40000
446434,"Garnham","Sandeepan","F",62137
404803,"Conry","Lein","M",40000
269954,"Ermel","Aleksander","M",56577
281324,"Kuszyk","Vishv","M",59571
463494,"Ishibashi","Kristine","M",40000
55866,"Puoti","Ult","M",40000
414236,"Tibblin","Youngkon","M",45646
477229,"Dahlbom","Chirstian","F",43991
248605,"Berztiss","Kayoko","M",83860
425092,"Meszaros","Ebbe","F",66525
18377,"Farris","Paraskevi","M",40000
499575,"Kisuki","Jacqueline","M",60746
24744,"DasSarma","Larisa","M",55248
48389,"Veldwijk","Mingsen","M",60541
277304,"Stroustrup","Tadanori","M",60294
244938,"Kaltofen","Sanjeeva","F",55710
69178,"Motley","Behnaam","M",48594
67058,"Frolund","Shen","F",52467
267062,"Fadgyas","Tonny","F",72788
263007,"Cichocki","Kristina","F",46842
207561,"Emden","Gian","M",86616
443856,"Zlotek","Adel","M",85290
299369,"Schaft","Yishay","M",48050
229882,"Busillo","Quingbo","M",51930
45435,"Krohn","Cristinel","M",66855
219999,"Lorcy","Lein","M",40000
263095,"Nicolson","Joydip","M",43929
270019,"Yurek","Matk","F",55775
221614,"Mitchem","Demin","F",60838
495239,"Krybus","Masami","M",57185
14285,"Peck","Deborah","M",53317
481134,"Reinhart","Aimee","F",40000
60248,"Szmurlo","Guther","M",50981
257404,"Felcyn","Rosine","M",40000
37773,"Strooper","Jiann","F",40000
85652,"Flowers","Takahira","F",97135
105904,"Jiafu","Marin","M",44921
424688,"Peral","Zdislav","F",52535
250179,"Ramras","Renny","M",56707
402431,"Ambroszkiewicz","Boaz","M",61201
258089,"Socorro","Serge","M",51010
21387,"Boyle","Kristof","F",49448
65850,"Danley","Honglan","F",40000
299372,"Skafidas","Sasan","F",59348
445980,"Morrow","Anestis","M",51293
274467,"Ranai","Odysseas","F",40000
468110,"Shumilov","Khalid","F",40000
434533,"Puppe","Suebskul","M",64607
211741,"Michaeli","Ingemar","F",43886
57744,"Pesch","Kiyotoshi","M",57741
59686,"Zobel","Eric","F",40000
107923,"Hainaut","Tetsurou","F",59212
405378,"Straney","Kellyn","F",63678
283751,"Eastman","Bluma","M",65598
458622,"Henseler","Morris","M",40000
482289,"Cooman","Fumitaka","F",40000
472450,"Improta","Khalil","M",40960
246608,"Gecsel","Houman","F",49618
269377,"Lenart","Christfried","M",40000
221981,"Ecklund","Weiye","M",67821
266963,"Ecklund","Radhia","M",69738
487659,"Fadgyas","Lakshmi","F",60485
463130,"Ruther","Saniya","F",49934
29475,"Rosti","Jianhui","F",40000
242510,"Codenie","Khosrow","F",51135
496323,"Kakkad","Kayoko","F",40000
207770,"Dratva","Temple","M",61114
74434,"Bain","Mohammed","M",40000
80470,"Simkin","Jiann","M",40000
268669,"Heuser","Vatsa","F",54233
228339,"Businaro","Vishwani","M",40000
278970,"Pfau","Jordanka","M",40000
426272,"Worfolk","Rayond","M",85255
41231,"Assaf","Kyoichi","M",61386
470880,"Levergood","Zsolt","M",48641
479689,"Akazan","Zhiguo","M",41247
69113,"Zockler","Hiroyasu","M",40000
402812,"Veccia","Jouko","M",40000
28739,"Wixon","Elliott","F",68199
59446,"Birke","Demos","M",72334
432561,"Srimani","Jiong","F",49768
478921,"Atrawala","Shuzo","M",58441
200762,"Garnick","Tsz","M",59387
404900,"Boguraev","Georgi","M",72571
285862,"Reeker","Mingzeng","M",67567
481800,"Conte","Atilio","F",40000
278084,"Rohrbach","Jayesh","M",40000
92722,"Poupard","Pranas","M",54279
228051,"Viele","Yuguang","M",51525
265604,"Giveon","Tuval","M",40000
297438,"Besselaar","Kiyotoshi","M",40861
46807,"Coullard","Yunming","M",67400
408106,"Minakawa","Nadjib","F",52147
459013,"Backhouse","Evgueni","M",73699
421926,"Mandell","Zhiguo","M",40000
475412,"Antonakopoulos","Arif","M",40000
458680,"Marzano","Van","M",54740
483239,"Breugel","Duro","M",41967
66205,"Argence","Yannik","M",55476
219758,"Clouatre","Masali","M",40000
242252,"Markovitch","Panayotis","M",40000
99764,"Sommer","Mizuhito","M",40000
487912,"Bisiani","Kshitij","M",40000
216932,"Frezza","Harngdar","M",40000
14564,"Christ","Tadahiro","F",62163
266491,"Chelton","Atilio","F",75764
415084,"Budinsky","King","F",62657
75589,"Ghazalie","Sudharsan","M",41806
449518,"Krupka","Berni","M",40000
289452,"Thorensen","Marlo","F",49940
105699,"Rosti","Radoslaw","F",40000
454370,"Zolotykh","Hideyuki","M",68434
48248,"Vigier","Pradeep","F",40000
287265,"Mersereau","Saeed","F",85654
268640,"Denis","Subhankar","M",40000
248769,"Solares","Roded","F",53064
255690,"Jansen","Ranga","F",49066
449593,"Mahnke","Phuoc","M",57989
40976,"Peternell","Fai","F",49596
423141,"Vuskovic","Rayond","M",49125
446717,"Bouloucos","Rayond","F",40000
52871,"Baaz","Mong","F",55601
463005,"Schrooten","Toshimo","F",59501
285233,"Baaleh","Guther","M",66155
495993,"Clemencon","Demin","M",46645
467362,"Codenie","Zhensheng","M",53254
462277,"Talmor","Mingsen","M",51232
222937,"Sudkamp","Guoxiang","M",66823
99221,"Fiebach","Masamitsu","M",50104
281371,"Peng","Masoud","M",47484
409698,"Marciano","Naftali","F",40000
229297,"Bresenham","Maria","F",40000
252880,"Haddadi","Chenxi","M",40000
55992,"Bondorf","Yucel","M",40000
428779,"Orlowski","Nevio","M",40000
464519,"Azumi","Takahira","M",73837
297775,"Ulupinar","Richard","M",40000
278393,"Claffy","Eishiro","F",40000
212258,"Menhardt","Nevin","M",49374
13875,"Manders","Genta","M",40000
480695,"Luby","Khalil","F",69840
66710,"Zschoche","Mats","M",40000
260122,"Mitina","Dietrich","F",40000
442223,"Cappelli","Thodoros","M",41521
219252,"Molberg","Urs","M",46847
260182,"Hiraishi","Nimmagadda","M",51497
212300,"Bisiani","Remko","F",42589
229070,"Cairo","Takushi","F",40000
51465,"Cappello","Ferdinand","F",88054
65086,"Barreiro","Jacopo","M",64302
474038,"Trystram","Hidefumi","F",40000
401827,"Reinhard","Harjit","M",40300
231265,"Kolinko","Guozhong","F",59071
224384,"Gunderson","Mamdouh","M",40000
292788,"Terkki","Mechthild","M",40000
63305,"Waymire","Perry","M",40000
230145,"Fairtlough","Marsja","M",59897
485884,"Fetvedt","Baoqiu","F",71819
477403,"Cusworth","Becky","M",40000
238151,"Chiola","Shugo","M",63107
494641,"Passafiume","Arup","F",64999
299443,"Benzmuller","Fatemeh","M",40000
46386,"Demir","Pantung","M",69918
280747,"Shanbhogue","Siamak","F",42836
216052,"Strandh","Mohua","M",43987
234092,"Rusmann","Mabry","M",41062
217249,"Flowers","Fuqing","F",56383
410280,"Ponthieu","Oksana","F",68157
266126,"Wiegley","Fei","F",96603
44648,"Hedayat","Oscal","M",56453
404501,"Nitta","Maya","F",44870
78144,"Openshaw","Conor","M",66912
40799,"Awdeh","Stabislas","M",48081
413933,"Uhrik","Munehiro","F",57499
473263,"Shiratori","Niclas","M",51412
202302,"Nishimukai","Luigi","M",40000
411840,"Sevcikova","Kitty","F",42191
39756,"Litecky","Dmitri","M",77527
12978,"Kobuchi","Kwun","M",40000
37505,"Gimarc","Subbu","F",60295
446804,"Iacovou","Hilari","F",65115
